ID,Genero,Ocupación,Plan_Internacional,Min_En_Dia,Min_Internacionales,Reclamos,Llamadas_Internacionales,Desafiliado
2452,Femenino,Educación,no,279.5,10.7,2,4,si
2453,Femenino,Otros,no,173.4,13.7,1,6,no
2454,Masculino,Otros,no,214.4,10,1,8,no
2455,Femenino,Educación,no,96.1,9.7,1,4,no
2456,Masculino,Educación,no,101.4,7.1,1,6,no
2457,Masculino,Educación,no,232.5,10.4,4,6,no
2458,Femenino,Negocios,no,174.5,12.2,1,2,no
2459,Masculino,Proyectos personales,no,224,8.8,1,4,no
2460,Masculino,Educación,no,211.1,14.7,4,7,no
2461,Masculino,Proyectos personales,no,109.2,9.8,2,5,no
2462,Masculino,Negocios,no,220,11.5,0,5,no
2463,Femenino,Educación,no,181.4,10.9,2,4,no
2464,Femenino,Educación,no,180.7,10.1,2,4,no
2465,Masculino,Educación,no,96.5,9.4,1,2,no
2466,Femenino,Otros,no,183.5,8.3,3,5,no
2467,Femenino,Otros,no,107.9,10.5,0,2,no
2468,Femenino,Otros,si,161,7.7,1,6,no
2469,Femenino,Educación,si,146.8,4.3,1,2,si
2470,Femenino,Otros,no,149.2,8.3,3,2,no
2471,Femenino,Otros,no,227.8,5.6,3,4,no
2472,Masculino,Otros,no,160.3,7.4,0,3,no
2473,Femenino,Educación,no,137.8,10.2,1,6,si
2474,Femenino,Educación,no,141.7,8.5,0,7,no
2475,Masculino,Otros,no,196.4,9.3,0,1,no
2476,Masculino,Otros,no,175.2,5.3,1,3,no
2477,Masculino,Proyectos personales,no,146.8,9.9,1,3,no
2478,Masculino,Educación,no,173.9,9.1,1,7,no
2479,Femenino,Negocios,no,305.2,13.2,1,7,no
2480,Femenino,Educación,si,162.3,11.7,3,2,si
2481,Femenino,Negocios,si,150,10.3,3,7,no
2482,Femenino,Otros,no,197.5,11.3,1,4,no
2483,Femenino,Otros,no,240.2,10.2,2,6,no
2484,Femenino,Educación,no,186.2,12.9,2,3,no
2485,Femenino,Proyectos personales,no,116.9,12.3,0,2,no
2486,Femenino,Proyectos personales,no,236.7,12,1,4,no
2487,Femenino,Otros,no,173.2,5.4,0,3,no
2488,Femenino,Negocios,no,152.2,9.8,0,3,no
2489,Femenino,Negocios,no,181.3,6.7,0,2,no
2490,Femenino,Otros,no,167.8,10.5,4,6,si
2491,Femenino,Proyectos personales,no,175.4,9.8,1,9,no
2492,Femenino,Negocios,no,87.6,9.8,2,10,no
2493,Femenino,Negocios,no,203.3,8.5,0,6,no
2494,Femenino,Proyectos personales,no,92.6,11.3,5,3,si
2495,Femenino,Educación,no,262.9,8.1,1,4,no
2496,Femenino,Proyectos personales,no,160.8,8.5,1,3,no
2497,Masculino,Otros,no,141.8,7.8,1,3,no
2498,Femenino,Educación,no,50.6,4.2,2,4,no
2499,Femenino,Otros,no,134.9,10.2,1,5,no
2500,Femenino,Negocios,no,252.1,13.8,1,3,no
2501,Masculino,Negocios,no,215.5,9.6,1,3,no
2502,Masculino,Otros,no,124.8,13.4,0,4,no
2503,Femenino,Proyectos personales,no,178.7,16.4,2,5,no
2504,Femenino,Proyectos personales,no,183.2,9.9,2,5,no
2505,Femenino,Negocios,no,167.5,13,1,1,no
2506,Femenino,Otros,no,147.1,12.5,3,9,no
2507,Femenino,Negocios,no,230.1,13.2,1,4,no
2508,Femenino,Otros,no,135.8,12.6,0,3,no
2509,Femenino,Otros,no,205.7,8.7,2,3,no
2510,Masculino,Negocios,no,73.8,10.9,2,3,no
2511,Femenino,Otros,no,189.3,10,2,1,no
2512,Femenino,Otros,no,147.2,7.2,3,6,no
2513,Femenino,Proyectos personales,no,137.3,10.2,0,3,no
2514,Masculino,Educación,no,70.7,0,2,0,no
2515,Masculino,Educación,no,204.6,10.7,0,5,no
2516,Femenino,Educación,no,123.1,12,5,2,si
2517,Femenino,Proyectos personales,no,129.7,12.2,2,3,no
2518,Femenino,Proyectos personales,si,198.7,12.4,0,4,no
2519,Masculino,Otros,no,145.1,7.9,2,5,no
2520,Masculino,Negocios,no,135.2,8.4,2,5,no
2521,Femenino,Proyectos personales,no,124.7,7.8,1,8,no
2522,Masculino,Negocios,no,215.9,12.1,1,4,no
2523,Femenino,Negocios,no,119.2,8.4,2,9,no
2524,Masculino,Negocios,no,144.3,7.8,3,10,no
2525,Femenino,Negocios,no,235.2,11.8,1,4,no
2526,Masculino,Educación,no,174,9.7,0,2,no
2527,Femenino,Educación,si,115,6.4,0,1,si
2528,Femenino,Proyectos personales,no,151.7,13.1,2,8,no
2529,Femenino,Negocios,no,153.1,9.9,3,9,no
2530,Masculino,Proyectos personales,no,218.6,9.2,2,5,no
2531,Masculino,Negocios,no,265.2,10.7,2,9,no
2532,Masculino,Negocios,no,143.3,10.1,1,4,no
2533,Femenino,Educación,no,190.3,7.2,2,9,no
2534,Femenino,Negocios,no,184.7,12.3,2,6,si
2535,Femenino,Proyectos personales,no,115.3,18,1,2,no
2536,Masculino,Educación,no,113,9.2,2,5,si
2537,Femenino,Negocios,no,294.2,9,0,1,si
2538,Femenino,Negocios,no,215.6,6.4,3,8,no
2539,Masculino,Negocios,no,128.8,14,1,7,no
2540,Femenino,Otros,si,211.2,10.7,3,2,si
2541,Femenino,Otros,no,71.2,12.9,1,1,no
2542,Masculino,Educación,no,94.9,14.2,2,2,no
2543,Masculino,Proyectos personales,no,259.4,9.5,1,3,si
2544,Masculino,Proyectos personales,no,215.8,6.9,1,3,no
2545,Femenino,Educación,no,97.5,13.2,3,4,no
2546,Femenino,Negocios,no,146.5,8.2,0,5,no
2547,Masculino,Negocios,no,157.9,12.2,2,5,no
2548,Femenino,Proyectos personales,no,139.9,12.7,2,4,no
2549,Femenino,Otros,no,153.2,11.9,1,7,no
2550,Masculino,Proyectos personales,si,103.5,8.4,2,4,no
2551,Masculino,Otros,no,185.8,6.6,1,4,no
2552,Masculino,Proyectos personales,no,129.5,10.9,1,3,no
2553,Masculino,Otros,no,236.6,8.9,1,2,no
2554,Masculino,Educación,no,260.4,10,6,2,no
2555,Femenino,Otros,no,167.3,6.7,2,5,no
2556,Femenino,Proyectos personales,no,182.2,9.3,2,4,no
2557,Masculino,Otros,no,113,10.8,2,4,no
2558,Masculino,Educación,no,185.7,16.9,0,6,no
2559,Femenino,Proyectos personales,no,136.2,9.6,0,5,no
2560,Masculino,Otros,no,222.6,11.5,1,2,no
2561,Masculino,Negocios,no,197.3,9,1,6,no
2562,Masculino,Otros,no,141.4,7.7,1,6,no
2563,Femenino,Negocios,no,208,8,1,11,no
2564,Masculino,Otros,no,118.5,12.1,1,4,no
2565,Femenino,Proyectos personales,no,153.2,10.7,1,8,no
2566,Masculino,Educación,no,108.3,13.5,0,2,no
2567,Femenino,Otros,no,168.6,14.4,2,8,no
2568,Femenino,Otros,no,247.2,9.3,2,2,si
2569,Femenino,Educación,si,224.2,12,3,8,no
2570,Masculino,Negocios,no,166.9,12.8,3,4,no
2571,Masculino,Educación,no,118.4,8.5,1,6,no
2572,Femenino,Proyectos personales,no,190.9,7.8,2,3,no
2573,Femenino,Otros,no,317.8,10.4,1,7,si
2574,Femenino,Otros,no,312,12.8,1,4,si
2575,Femenino,Proyectos personales,no,146,13.3,1,2,no
2576,Masculino,Proyectos personales,no,131.6,15.5,1,3,si
2577,Masculino,Otros,no,193.4,11.1,2,11,no
2578,Masculino,Negocios,no,185.1,8.5,2,5,no
2579,Masculino,Otros,no,193.3,11.8,0,4,no
2580,Masculino,Negocios,no,146.4,7.8,1,2,no
2581,Femenino,Otros,no,71.2,8.6,0,4,no
2582,Femenino,Educación,no,123.2,12.9,4,5,si
2583,Femenino,Negocios,no,205,7.5,2,4,no
2584,Femenino,Otros,no,128.7,12.8,1,6,no
2585,Masculino,Educación,no,216.9,11.4,3,5,no
2586,Femenino,Proyectos personales,no,150,9.8,3,1,no
2587,Femenino,Proyectos personales,no,164.1,11.4,1,2,no
2588,Masculino,Otros,no,212,8.9,3,7,no
2589,Masculino,Otros,no,167.3,12,2,9,no
2590,Masculino,Proyectos personales,no,154.4,13.9,1,4,no
2591,Femenino,Proyectos personales,no,177.3,9.3,3,7,no
2592,Masculino,Otros,no,231.2,8.8,1,5,si
2593,Femenino,Educación,no,202.9,12.8,5,3,no
2594,Masculino,Proyectos personales,no,149.6,14.3,0,9,no
2595,Femenino,Negocios,si,345.3,11.8,1,8,si
2596,Femenino,Proyectos personales,no,264.9,8.4,1,4,si
2597,Masculino,Educación,no,122,5.8,1,5,no
2598,Masculino,Educación,no,177.2,14,2,2,no
2599,Masculino,Proyectos personales,no,133.1,10.3,1,8,no
2600,Femenino,Otros,no,225.1,8.8,0,4,si
2601,Masculino,Otros,no,208.4,11.2,1,4,no
2602,Masculino,Proyectos personales,no,173.1,11.5,1,5,no
2603,Femenino,Negocios,si,162.4,11.4,2,2,si
2604,Masculino,Educación,no,281.2,6.4,2,5,no
2605,Masculino,Otros,no,208.3,15.9,3,4,no
2606,Femenino,Educación,no,243.4,14.1,2,8,no
2607,Femenino,Educación,no,224.2,16.1,1,3,si
2608,Femenino,Otros,no,189.3,9.9,3,3,no
2609,Femenino,Proyectos personales,no,168.3,6.7,4,2,no
2610,Femenino,Proyectos personales,no,232.9,10.7,1,6,no
2611,Masculino,Otros,no,155,5.9,1,4,no
2612,Femenino,Negocios,no,154.4,11.8,0,3,no
2613,Femenino,Proyectos personales,no,234.7,8.4,2,8,no
2614,Femenino,Otros,no,240,7.1,1,9,no
2615,Femenino,Educación,si,298.4,12.2,0,2,si
2616,Femenino,Negocios,no,166,10.9,1,4,no
2617,Masculino,Proyectos personales,no,111.6,16,0,3,no
2618,Femenino,Educación,no,174.5,10.7,2,2,no
2619,Masculino,Otros,si,175.5,6.9,1,5,no
2620,Masculino,Otros,si,157.5,11.1,3,2,si
2621,Masculino,Negocios,no,206.2,11,1,7,no
2622,Femenino,Negocios,no,207.5,7.5,4,16,no
2623,Masculino,Educación,no,144.8,11.6,4,2,no
2624,Femenino,Negocios,no,258.8,10.9,2,7,no
2625,Femenino,Educación,no,226.9,11.6,0,2,si
2626,Femenino,Educación,no,152.9,12,2,5,no
2627,Masculino,Negocios,no,156.7,12.6,2,6,no
2628,Masculino,Negocios,no,150.8,12.5,1,1,no
2629,Femenino,Otros,no,221,6.8,4,3,no
2630,Femenino,Negocios,no,322.4,6.7,1,3,si
2631,Masculino,Negocios,no,153.6,9.8,2,3,no
2632,Masculino,Otros,no,215.1,12.4,2,2,no
2633,Masculino,Proyectos personales,no,174.4,11.8,1,3,no
2634,Femenino,Otros,no,180.5,10.6,0,3,no
2635,Masculino,Negocios,no,123.1,12.6,2,7,no
2636,Femenino,Negocios,no,165.7,10,1,4,no
2637,Femenino,Educación,no,200.2,6,2,6,no
2638,Masculino,Proyectos personales,no,154.8,5.9,3,9,no
2639,Femenino,Otros,no,125.4,11.4,2,9,no
2640,Femenino,Negocios,no,184.2,12.2,1,4,no
2641,Femenino,Educación,no,274.7,10.8,3,3,no
2642,Femenino,Educación,si,142,11.3,1,5,no
2643,Masculino,Negocios,si,151.5,10,1,4,no
2644,Masculino,Proyectos personales,no,124.8,10.6,3,7,no
2645,Masculino,Educación,no,179.2,12.4,0,2,no
2646,Masculino,Negocios,si,246.4,12.1,2,2,si
2647,Femenino,Proyectos personales,no,232.7,11.5,5,6,no
2648,Masculino,Negocios,no,288,13.4,0,4,si
2649,Femenino,Educación,no,170.8,12.7,1,1,no
2650,Masculino,Negocios,no,216.1,9.8,1,3,no
2651,Femenino,Proyectos personales,no,138.7,4.9,2,4,no
2652,Femenino,Otros,no,210.7,9.2,3,5,no
2653,Femenino,Proyectos personales,no,181.8,9.7,0,9,no
2654,Masculino,Negocios,no,61.6,12.4,1,5,no
2655,Masculino,Otros,no,207.7,6.8,1,3,no
2656,Femenino,Negocios,no,219.2,10,1,5,no
2657,Femenino,Proyectos personales,no,227,8.9,2,1,no
2658,Femenino,Proyectos personales,no,245.9,8.9,3,5,no
2659,Femenino,Otros,no,257.3,13.5,0,7,no
2660,Femenino,Proyectos personales,no,121.1,16.1,2,5,no
2661,Femenino,Proyectos personales,no,301.5,13.4,4,2,si
2662,Masculino,Educación,no,233.9,9.5,0,3,no
2663,Masculino,Negocios,si,99.6,13.7,2,6,si
2664,Masculino,Proyectos personales,no,169.8,12.7,2,7,no
2665,Masculino,Negocios,si,198.8,14.4,1,3,si
2666,Femenino,Negocios,si,116.2,10.1,3,3,no
2667,Femenino,Proyectos personales,si,255.9,12.1,1,2,si
2668,Masculino,Educación,no,187.7,10,3,4,no
2669,Femenino,Proyectos personales,no,195.9,8.6,0,4,no
2670,Masculino,Negocios,no,129.4,1.1,2,2,no
2671,Femenino,Negocios,no,221,9,2,6,no
2672,Femenino,Otros,no,140.5,9.5,2,5,no
2673,Femenino,Negocios,si,277.9,9.2,0,10,si
2674,Femenino,Otros,no,224.9,6.7,3,5,si
2675,Masculino,Otros,no,109.1,12.8,0,6,no
2676,Femenino,Otros,no,207.8,5.7,0,9,no
2677,Femenino,Negocios,no,205.9,12.1,0,8,no
2678,Femenino,Proyectos personales,no,308.6,7.3,4,3,si
2679,Masculino,Negocios,no,242.6,14.4,2,6,no
2680,Femenino,Otros,no,229.6,3.3,1,3,no
2681,Masculino,Proyectos personales,no,166,7.7,2,3,no
2682,Masculino,Educación,no,144.8,13.3,0,9,si
2683,Femenino,Negocios,si,106.1,12.9,0,3,no
2684,Femenino,Negocios,no,221.8,13.2,1,4,no
2685,Femenino,Proyectos personales,no,204.6,9.8,2,7,no
2686,Masculino,Negocios,no,213.5,14.1,3,3,no
2687,Femenino,Educación,no,152,10,2,1,no
2688,Femenino,Educación,si,260.8,17,1,6,si
2689,Femenino,Educación,no,166.4,10,1,2,no
2690,Masculino,Proyectos personales,no,177.9,15.2,0,8,no
2691,Femenino,Proyectos personales,no,235.1,7,3,7,no
2692,Femenino,Proyectos personales,no,186.8,9.7,2,4,no
2693,Femenino,Educación,si,268.4,11.6,1,4,no
2694,Femenino,Educación,no,192.1,7.3,3,3,no
2695,Femenino,Proyectos personales,no,240.7,10.1,0,3,si
2696,Femenino,Proyectos personales,no,179.9,9.8,2,7,no
2697,Femenino,Otros,no,314.1,12.3,3,5,si
2698,Masculino,Negocios,no,162,11.9,0,5,no
2699,Femenino,Negocios,no,175.8,12.4,1,4,no
2700,Femenino,Proyectos personales,no,109.4,11.6,0,5,no
2701,Femenino,Otros,no,255.1,8.5,3,5,si
2702,Femenino,Proyectos personales,si,208.7,8.3,3,3,no
2703,Masculino,Otros,no,214.6,7.9,1,5,no
2704,Femenino,Proyectos personales,no,49.2,12.1,1,13,no
2705,Femenino,Educación,no,141.3,11.2,2,3,no
2706,Masculino,Educación,no,253.2,9.7,4,7,no
2707,Masculino,Educación,no,206,13.2,0,3,no
2708,Masculino,Otros,no,40.4,9,2,2,no
2709,Femenino,Otros,no,291.2,8.9,1,3,si
2710,Femenino,Proyectos personales,no,71.2,11.7,0,3,no
2711,Femenino,Negocios,no,261.8,14.7,0,4,si
2712,Femenino,Proyectos personales,no,191.3,10,1,3,no
2713,Masculino,Proyectos personales,no,133.3,11.6,0,2,no
2714,Masculino,Otros,no,183.6,6,2,3,no
2715,Femenino,Negocios,no,155.2,15.4,1,6,no
2716,Masculino,Educación,no,283.1,6.1,1,8,no
2717,Masculino,Educación,no,186.5,12.1,2,4,no
2718,Femenino,Otros,no,163.3,4.3,0,6,no
2719,Femenino,Negocios,no,203.4,13.8,1,2,no
2720,Masculino,Otros,no,178.1,10,1,6,no
2721,Masculino,Otros,no,195.9,10.3,1,3,no
2722,Femenino,Negocios,no,295.3,9.6,1,6,no
2723,Femenino,Proyectos personales,no,136.1,10.1,2,5,no
2724,Femenino,Educación,no,114.1,13,2,9,no
2725,Masculino,Negocios,no,279.1,9.5,2,11,si
2726,Masculino,Educación,no,169.3,12,0,3,no
2727,Femenino,Otros,no,214.4,9.9,2,1,no
2728,Femenino,Otros,si,255.8,11.7,0,3,no
2729,Masculino,Negocios,no,148.2,6.2,2,3,no
2730,Femenino,Proyectos personales,no,119.3,8.7,2,4,no
2731,Femenino,Educación,no,192.3,14.8,1,8,no
2732,Masculino,Otros,no,245.2,13.9,0,6,si
2733,Masculino,Negocios,si,216.2,16.9,5,2,si
2734,Masculino,Proyectos personales,no,172.4,0,2,0,no
2735,Masculino,Negocios,si,175.3,11.1,1,3,no
2736,Masculino,Otros,si,169,13.3,0,3,si
2737,Femenino,Educación,no,2.6,9.2,3,5,no
2738,Masculino,Negocios,no,184.1,9.9,1,2,no
2739,Masculino,Educación,no,181.9,7.5,1,3,no
2740,Masculino,Negocios,no,160.1,10.8,0,9,no
2741,Masculino,Negocios,no,189.8,10.3,0,1,no
2742,Femenino,Proyectos personales,no,223.2,12.4,1,2,no
2743,Masculino,Otros,no,216,10.7,2,1,no
2744,Femenino,Educación,no,198.5,8,2,7,no
2745,Femenino,Negocios,no,159.5,7.1,1,7,no
2746,Femenino,Educación,no,105,10.2,2,2,si
2747,Masculino,Negocios,no,204.5,13.4,3,1,no
2748,Masculino,Otros,no,274,6.2,0,1,si
2749,Femenino,Educación,no,158.7,7.7,2,10,no
2750,Masculino,Otros,no,229.9,14.2,1,6,no
2751,Femenino,Educación,no,137.8,8.7,1,6,no
2752,Femenino,Educación,no,179.4,7.9,0,4,no
2753,Femenino,Proyectos personales,no,139.3,8.1,3,1,no
2754,Femenino,Proyectos personales,no,7.8,12.9,2,2,no
2755,Femenino,Otros,no,183.1,11.3,1,7,no
2756,Femenino,Proyectos personales,no,206.9,10.7,0,3,no
2757,Masculino,Educación,no,140,12.5,2,1,no
2758,Femenino,Proyectos personales,no,179.2,5.8,2,7,no
2759,Masculino,Proyectos personales,no,177.4,12,0,3,no
2760,Masculino,Proyectos personales,no,115.6,12.6,1,9,no
2761,Femenino,Otros,si,237.3,14.2,0,4,si
2762,Femenino,Educación,no,181.5,10.5,1,7,no
2763,Masculino,Negocios,no,51.5,9.5,3,4,no
2764,Femenino,Proyectos personales,no,155.7,8.2,3,2,no
2765,Masculino,Proyectos personales,no,245,14.9,2,3,no
2766,Femenino,Otros,no,131.7,10.7,1,3,no
2767,Femenino,Negocios,si,111.1,10.5,1,6,no
2768,Femenino,Negocios,no,88.5,8.2,3,4,no
2769,Femenino,Negocios,no,116,12,1,2,no
2770,Masculino,Otros,no,155.5,9.1,1,2,no
2771,Femenino,Negocios,no,106.5,5.7,2,3,no
2772,Masculino,Negocios,no,175.2,13.2,1,6,no
2773,Masculino,Proyectos personales,no,154.7,5.9,4,2,si
2774,Femenino,Negocios,no,247.2,6.1,2,5,si
2775,Masculino,Educación,si,218.4,13.2,0,3,si
2776,Femenino,Otros,no,227.5,9,1,13,no
2777,Femenino,Educación,no,185,7.4,0,7,no
2778,Masculino,Educación,no,186.8,12.3,2,6,no
2779,Masculino,Educación,no,158.8,10.3,1,3,no
2780,Femenino,Negocios,no,208.7,8.5,0,4,no
2781,Masculino,Negocios,no,185.9,11.3,3,4,no
2782,Femenino,Educación,no,222.5,9,2,3,no
2783,Masculino,Proyectos personales,no,201.1,11.6,3,3,no
2784,Femenino,Educación,no,167.9,9.1,1,2,no
2785,Masculino,Educación,no,239.1,10.9,3,3,si
2786,Masculino,Proyectos personales,no,175.7,9.2,5,3,si
2787,Femenino,Negocios,no,111.2,9,6,6,si
2788,Femenino,Educación,no,87.7,10.8,1,6,no
2789,Masculino,Negocios,no,244.1,7.2,0,2,no
2790,Femenino,Proyectos personales,no,165,7.7,2,4,no
2791,Masculino,Educación,no,127.4,9.1,0,3,no
2792,Masculino,Negocios,no,194.8,5.5,0,3,no
2793,Femenino,Educación,no,54.7,11.1,1,4,no
2794,Masculino,Otros,no,283.4,14.4,2,7,no
2795,Masculino,Proyectos personales,si,258,10.9,0,3,si
2796,Masculino,Otros,no,90.5,9.3,1,2,no
2797,Femenino,Proyectos personales,no,235.6,16.2,0,2,no
2798,Masculino,Proyectos personales,no,142.5,10,2,4,no
2799,Femenino,Negocios,no,54,10.2,1,8,no
2800,Femenino,Educación,no,214.8,9.4,3,3,no
2801,Masculino,Otros,si,251.4,11,0,2,si
2802,Masculino,Otros,no,139,6.1,4,3,no
2803,Masculino,Educación,no,117.3,14.4,2,2,no
2804,Masculino,Otros,no,264,10.6,3,8,no
2805,Femenino,Otros,no,82.6,9.1,1,4,no
2806,Masculino,Educación,si,175.8,11.4,1,5,no
2807,Masculino,Otros,no,220.4,13.6,2,8,no
2808,Femenino,Proyectos personales,no,217,11.8,2,4,no
2809,Femenino,Negocios,no,129,11.6,1,5,no
2810,Masculino,Proyectos personales,no,150.5,3.5,1,3,no
2811,Masculino,Proyectos personales,no,193.3,11.1,0,4,no
2812,Femenino,Educación,no,189.5,10.8,2,5,no
2813,Femenino,Proyectos personales,no,137.8,11,2,6,no
2814,Femenino,Negocios,no,129.3,12.3,3,4,no
2815,Masculino,Negocios,no,115.6,10.7,1,6,no
2816,Femenino,Educación,no,221.9,7.2,2,5,no
2817,Masculino,Otros,no,263.7,18.3,1,6,si
2818,Femenino,Negocios,no,61.3,11.4,1,9,no
2819,Masculino,Otros,si,183.8,10.1,1,4,no
2820,Femenino,Educación,no,167.4,10.3,0,3,si
2821,Masculino,Proyectos personales,no,154.1,13.2,4,2,no
2822,Femenino,Otros,no,252,5.7,0,5,no
2823,Masculino,Proyectos personales,si,163.1,11.2,0,3,no
2824,Masculino,Educación,no,198.3,16.6,2,4,no
2825,Masculino,Otros,no,324.7,13.1,0,5,si
2826,Masculino,Negocios,no,128.3,14.3,2,9,no
2827,Masculino,Otros,no,187.9,10.2,2,11,no
2828,Masculino,Negocios,no,129.2,10.3,5,4,si
2829,Femenino,Negocios,si,125.5,6.3,4,6,si
2830,Femenino,Otros,no,257.2,12.6,1,4,no
2831,Femenino,Educación,no,124.6,10.5,1,6,no
2832,Masculino,Negocios,no,175.1,9.9,1,3,no
2833,Femenino,Otros,no,124.3,7.5,3,5,no
2834,Femenino,Otros,no,271.6,11.6,2,9,no
2835,Femenino,Otros,no,219.9,11.7,1,7,no
2836,Femenino,Otros,no,183.3,10.4,3,15,no
2837,Masculino,Proyectos personales,no,101.1,10.3,2,5,no
2838,Femenino,Otros,no,203.3,14.3,1,3,no
2839,Masculino,Educación,no,175.4,10.5,2,3,no
2840,Femenino,Educación,no,266,14.2,2,2,si
2841,Femenino,Proyectos personales,no,171.6,10.8,0,7,no
2842,Masculino,Negocios,no,78.7,14,0,8,no
2843,Femenino,Educación,no,211.9,9.4,0,2,no
2844,Femenino,Otros,no,63.7,10,1,6,no
2845,Femenino,Otros,no,173.4,11.5,1,4,no
2846,Femenino,Otros,si,237.7,4.5,0,4,no
2847,Femenino,Negocios,no,225.9,10.1,1,4,no
2848,Masculino,Proyectos personales,si,173,12.2,0,4,no
2849,Masculino,Proyectos personales,no,224.9,8,0,2,no
2850,Masculino,Otros,no,237.7,7.7,1,4,no
2851,Masculino,Proyectos personales,no,137,10,2,5,no
2852,Masculino,Negocios,no,142.5,8.2,2,3,no
2853,Masculino,Otros,no,142.4,4.6,1,4,no
2854,Masculino,Otros,no,147,8.7,2,3,no
2855,Femenino,Educación,no,220.3,10.6,1,4,no
2856,Femenino,Otros,no,149.2,8.1,1,2,no
2857,Femenino,Proyectos personales,no,204.4,10,0,4,no
2858,Femenino,Otros,no,216.8,5.6,1,2,no
2859,Femenino,Negocios,no,308,7.4,1,3,no
2860,Femenino,Negocios,no,58,11.5,0,3,no
2861,Masculino,Otros,no,173.2,11.8,2,6,no
2862,Femenino,Negocios,no,210.3,13.1,4,3,no
2863,Masculino,Otros,no,58.9,12.1,0,6,no
2864,Masculino,Educación,no,236.8,9.7,3,3,no
2865,Masculino,Otros,no,228.9,12.5,0,2,no
2866,Masculino,Negocios,no,90,8.6,2,6,si
2867,Femenino,Negocios,no,146.7,11.1,2,4,no
2868,Femenino,Otros,no,237.3,11.2,1,6,no
2869,Femenino,Otros,si,162.8,13.6,0,3,si
2870,Masculino,Negocios,no,186.9,8.9,1,2,no
2871,Masculino,Negocios,no,86.1,9.1,2,9,no
2872,Masculino,Negocios,no,212.3,11.3,2,2,no
2873,Femenino,Proyectos personales,no,151,9.2,2,2,no
2874,Femenino,Negocios,no,158.6,6.9,2,5,no
2875,Femenino,Negocios,no,296,12.3,0,10,si
2876,Femenino,Educación,no,212.3,6.6,3,2,no
2877,Femenino,Proyectos personales,no,234.4,10.4,3,6,no
2878,Femenino,Proyectos personales,no,176.8,6.5,2,3,no
2879,Femenino,Proyectos personales,no,157.3,9.6,0,6,no
2880,Femenino,Educación,no,146.6,10,1,2,no
2881,Femenino,Educación,no,260.5,9.8,1,5,no
2882,Masculino,Educación,no,146.1,6.2,1,3,no
2883,Masculino,Otros,si,124.5,11.4,2,2,si
2884,Femenino,Proyectos personales,no,209.4,9.8,1,11,no
2885,Femenino,Negocios,no,285.7,8.7,1,4,si
2886,Femenino,Otros,no,190.9,8.4,1,2,no
2887,Femenino,Educación,no,144.4,9.9,1,3,no
2888,Femenino,Otros,no,208.8,11.1,2,4,no
2889,Masculino,Negocios,no,77.6,10.9,1,2,no
2890,Masculino,Proyectos personales,no,271.1,8.4,1,6,si
2891,Masculino,Negocios,no,240.8,11.6,0,1,no
2892,Masculino,Otros,no,114.8,12.2,0,5,no
2893,Femenino,Negocios,no,138.8,11.8,1,7,no
2894,Masculino,Negocios,no,209.8,7.2,0,6,no
2895,Femenino,Negocios,no,134.9,14.7,3,2,no
2896,Masculino,Proyectos personales,si,164,6.4,0,4,no
2897,Masculino,Negocios,no,245.5,9.1,1,4,no
2898,Femenino,Otros,no,80.3,16.6,0,3,no
2899,Femenino,Educación,no,90.7,5.6,2,5,no
2900,Masculino,Educación,no,190.3,3.8,1,4,no
2901,Masculino,Otros,no,108.6,7.9,1,5,si
2902,Femenino,Otros,no,89.8,9.3,4,7,si
2903,Masculino,Negocios,no,252.4,10,2,3,no
2904,Masculino,Otros,no,183.4,6.7,5,4,no
2905,Masculino,Educación,si,183.4,10.4,2,9,no
2906,Femenino,Proyectos personales,no,155.2,3.8,3,9,no
2907,Masculino,Negocios,no,165.8,0,1,0,no
2908,Femenino,Educación,no,209.4,12.8,0,1,no
2909,Masculino,Educación,no,279.3,7.9,2,2,si
2910,Masculino,Educación,no,174.1,7.7,2,2,no
2911,Masculino,Proyectos personales,no,175.7,9.1,2,2,no
2912,Masculino,Proyectos personales,si,256.5,13,1,3,no
2913,Femenino,Educación,no,170.2,4.3,0,3,no
2914,Masculino,Otros,no,139.6,10.8,1,4,no
2915,Masculino,Negocios,no,208.8,12.5,4,4,no
2916,Femenino,Proyectos personales,no,210.1,14.4,4,2,no
2917,Femenino,Negocios,no,113.6,10.5,2,6,no
2918,Masculino,Proyectos personales,no,202.6,8.3,0,3,no
2919,Femenino,Educación,no,174.4,0,4,0,no
2920,Femenino,Educación,no,210.6,9.4,0,5,no
2921,Masculino,Educación,no,121.5,10.7,1,4,no
2922,Femenino,Educación,no,127.8,15.9,2,2,no
2923,Femenino,Otros,no,135.2,10.2,2,2,no
2924,Masculino,Otros,no,99.4,16.7,2,3,no
2925,Masculino,Proyectos personales,no,276.9,10.3,1,3,si
2926,Masculino,Educación,no,163.4,11.6,2,2,si
2927,Femenino,Otros,no,287.4,5,4,3,si
2928,Femenino,Otros,no,120.5,10.2,1,3,no
2929,Masculino,Negocios,no,184.1,9.8,2,3,no
2930,Femenino,Otros,no,185,14.9,3,4,no
2931,Masculino,Negocios,no,160.9,12.9,1,12,no
2932,Femenino,Proyectos personales,no,207.6,10.9,2,6,no
2933,Femenino,Otros,no,209.2,11.8,1,6,no
2934,Femenino,Negocios,si,158.4,2.1,1,4,no
2935,Masculino,Otros,no,149,8.6,2,3,si
2936,Masculino,Otros,no,204.5,9.8,0,2,no
